rank	human_gene_symbol	composite_score	score_mouse_csf	score_human_csf	score_ev	score_brain	score_autophagy	penalties	n_mouse_csf_datasets	mouse_csf_best_tier	d11_tier	d12_validated	d10_detected	d6_brain_detected	d9_isf_detected	ev_present	in_r1	r1_category	r1_tier	is_ambiguous_group	orthology_ambiguous	likely_plasma_derived	feasibility_tier	n_conserved_proteotypic	n_proteotypic_human	n_proteotypic_mouse	module_id	is_hub	module_connectivity	inclusion_count
8551	FAM217B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8578	S1PR5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8584	FRS3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8583	CRTC3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8582	BMP2K	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8581	ZDHHC8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8580	PLEKHD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8579	VWA5B1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8577	ATP5MC2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8570	DCP1A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8576	MLLT6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8575	RBM5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8574	YIF1A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8573	PHACTR2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8572	MAP3K12	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8571	CRHR2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8552	SSH2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8550	BBOX1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8516	TMEM70	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8524	TMCO1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8530	CYP2J2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8529	CSMD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8528	GJC3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8527	GLT1D1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8526	TNFSF15	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8525	BCL7B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8523	SLC25A26	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8532	SHROOM1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8522	RSRC2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8521	IGLV3-21	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					61.0	False	0.0	0
8520	GPR155	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8519	FIBCD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8518	LHFPL4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8517	ABCC8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8531	CORO6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8533	REEP3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8549	ASIC2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8542	DERL1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8548	TRPS1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8547	GRIP1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8546	RNF112	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8545	CACNA1G	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8544	PPP1R3D	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8543	MRM1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8541	DEF8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8534	TPRN	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8540	PNISR	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8539	GATB	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8538	TLCD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8537	TRABD	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8536	SCO1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8535	SMOX	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8443	ATXN1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8442	ADIPOR1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8441	PQBP1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8342	EMC4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8348	NDE1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8347	MTIF3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8346	MPPED2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8345	UFSP1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8344	RNF146	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8343	PIP4P2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8341	LIPT2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8350	CMTM6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8340	NKAIN1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8339	BRINP3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8338	GABRA6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8337	ZFAND3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8336	PEX13	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8335	RAB26	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8349	MRPL55	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8351	DAO	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8333	UVSSA	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8360	KCNT1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8367	PYGO2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8365	SENP8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8364	HACD2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8363	SMIM26	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8362	PRR7	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8361	SNX25	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8359	TMEM175	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8352	TMEM178A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8358	UBE2F	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8357	EEF1AKMT1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8356	ANTKMT	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8355	SLX9	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8354	KCNC1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8353	DBNDD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8334	SNX29	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8332	SLC48A1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8369	ENDOU	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8306	RPL37	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8312	ZFP37	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8311	EID2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8310	GDAP2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8309	AIG1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8308	MFAP3L	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8307	TMEM68	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8305	PLPP6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8314	LSMEM1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8304	DNAJC30	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8303	EFHD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8302	RGL3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8301	LRATD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8300	PTP4A3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8299	SLC25A27	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8313	SELENOH	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8315	PABIR1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8331	TRIAP1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8324	SAMD8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8330	ATG101	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8329	TBC1D20	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8328	RWDD2A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8327	DENND6B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8326	DIPK2A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8325	KLHDC9	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8323	MFSD2A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8316	ZNF593	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8322	PFN3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8321	SLC25A19	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8320	INSYN2A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8319	PEG3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8318	ALG5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8317	KCTD21	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8368	C10orf88	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8370	ACBD7	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8440	SPNS2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8415	MTHFD2L	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8421	ANKRD34A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8420	TRAM1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8419	LPCAT3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8418	MPV17L2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8417	MGARP	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8416	NAB2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8414	ARHGEF26	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8423	CXXC5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8413	ANKRD49	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8412	OGFRL1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8411	FGD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8410	RETREG1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8409	SLC35F6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8408	GRK5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8422	ABCG4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8424	HDAC11	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8406	SLC6A5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8433	RUSF1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8439	SMIM14	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8438	ITPKB	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8437	TM7SF2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8436	ADPRM	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8435	PLCXD2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8434	COX4I2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8432	SLC6A4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8425	SLC15A4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8431	PAIP2B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8430	TMEM19	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8429	TMEM240	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8428	FBXL15	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8427	CDC42EP1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8008	TMEM117	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8407	ELAC1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8405	JAKMIP2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8371	TMEM50B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8379	HHATL	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8385	EBAG9	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8384	DNLZ	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8383	ZNF706	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8382	CCDC167	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8381	CIAO2B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8380	RTL8C	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8378	KCNA3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8387	FAAP100	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8377	CARD19	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8376	MRPL14	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8375	CDK15	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8374	HECA	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8373	TMEM126B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8372	KTI12	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8386	EBPL	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8388	NSRP1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8404	SNX15	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8397	BTBD8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8403	FZD3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8402	DGKI	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8401	ANKRD29	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8400	SLC35G2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8399	FAM151B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8398	REM2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8396	CA9	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8389	ELAPOR1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8395	AMOT	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8394	TMEM229A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8393	BAALC	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8392	CACNG5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8391	PCNX3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8390	CIZ1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8009	FADS6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8366	NAA38	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8007	RUSC2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7574	PDE7B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7626	BLOC1S6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7625	VAV3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7624	ZEB2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7623	INIP	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7622	SLC35A2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7621	SYT10	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7620	MID2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
8006	RIPOR2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7618	SYT9	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7617	SEC11A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7616	CLN8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
